,Studio,animators,artists,binary_rating,budget,directors,directors_score,gross,music,num_animators,num_artists,num_crew,num_directors,num_music,num_producers,num_ratings,num_visual,num_visual_fx,num_writers,producers,producers_score,profit,rating,ratio,title,visual_fx,writers,writers_score,writersproducers_score,year
604,Warner Bros.,"[ Eric J. Abjornson
,  Joe Achorn
,  Renee Ilsa Alcazar
,  Constance Allen
,  James P. Alles
,  Ray Aragon
,  Amy Azzara
,  Richard Baneham
,  Paul Bauman
,  Kathy Baur
,  Richard Bazley
,  Andrew Beall
,  Gordon Bellamy
,  James Bentley
,  Jackie Blaisdell
,  Cyndy Bohonovsky
,  Gina Bradley
,  Christopher Brock
,  Wanda Brown
,  Adam Burke
,  Susan Burke
,  James Burks
,  Kimie Calvert
,  Jennifer Cardon Klein
,  Reed Cardwell
,  Daryl Carstensen
,  Mike Chavez
,  Ruben Chavez
,  Greg Checketts
,  J.C. Chen
,  Hee Ja Cho
,  Janine Cho
,  Yebbi Cho
,  Catherine Choi
,  Anthony Cianciolo
,  Charlotte Clark
,  Jeffrey D. Clark
,  Martine Clavel
,  Teresa Coffey-Wellins
,  Laura L. Corsiglia
,  Joanne Coughlin
,  David Courtland
,  Devin Crane
,  Ricardo Curtis
,  Patrick Dailey
,  Ruth Daly
,  Bob Davies
,  Jean Cullen De Moura
,  Marcelo Fernandes De Moura
,  William Dely
,  Guy Donovan
,  Dennis Durrell
,  Jeff Etter
,  Carla Fallberg
,  Lauren Faust
,  Bingo Ferguson
,  Ralph Fernan
,  Sylvia Filcak
,  Nance Finley
,  James Finn
,  Virginie Foucault
,  Tania Francisco
,  Stephan Franck
,  Ivis Freeman
,  Tony Fucile
,  Steve Garcia
,  Frederick J. Gardner III
,  Shannyn Gardner
,  Nathalie Gavet
,  Yelena Geodakyan
,  Greg Gibbons
,  Staci Gleed
,  Barrett Glenn Jr.
,  Louis Gonzales
,  Danny Raúl González
,  Miriam Goodman
,  Lennie K. Graves
,  Katie Gray
,  Ann Guenther
,  María Guerra
,  Victor Haboush
,  Russell Hall
,  Karen Hamrock
,  Karen Hansen
,  Willy Harber
,  Janeane K. Harwell-Camp
,  Adam Henry
,  Guadalupe Hernandez
,  Ken Hettig
,  Cathlin Hidalgo
,  Gillian Higgins
,  Suzanne Hirota
,  Martin P. Hopkins
,  Hiroki Itokazu
,  Tom Jackson
,  Louie C. Jhocson
,  Andrew Jimenez
,  Sean Jimenez
,  Kevin Johnson
,  Joe Johnston
, ...]","[ Viki Anderson
,  Mark Andrews
,  Irina Goosby
,  Ron Hughart
,  Scott F. Johnston
,  Brian Kindregan
,  Piet Kroon
,  Steve Lumley
,  Steve Markowski
,  Moroni
,  Teddy Newton
,  Kevin O'Brien
,  Fergal Reilly
,  Harry Sabin
,  Mercedes J. Sichon
,  Dean Wellins
,  John Alvin
,  August Hall
]",1.0,70.0,[],0,23.159305,"[ James Austin
,  Christopher Brooks
,  Robert Elhai
,  Michael Kamen
,  John 'Juke' Logan
,  Stephen McLaughlin
,  Blake Neely
,  Preston Oliver
,  Michael Price
,  James Seymour Brett
,  Stephen McLaughlin
,  Michael Price
]",240,18,510,0,12,4,133599,322.0,82,3,"[ Allison Abbate
,  Des McAnuff
,  Pete Townshend
,  John Walker
]",11,-46.840695,8.0,0.341666666667,The Iron Giant  ,"[ Esmeralda Acosta
,  Adeboye Adegbenro
,  J.C. Alvarez
,  Richard Baneham
,  Leslie Barker
,  John Bermudes
,  Kennard Betts
,  Will Bilton
,  Adam Blaser
,  David E. Bonnell
,  Brad Booker
,  Andrew Brownlow
,  Gregory Navarro Bumatay
,  Carl Canga
,  Ryan L. Carlson
,  Felipe Cerdán
,  Yarrow Cheney
,  Minhee Choe
,  Jesse Cosio
,  Stéphane Cros
,  Geoff Darwin
,  John Dillon
,  Adam Dotson
,  Grace Dotson
,  Ricardo Echevarria
,  Bruce Edwards
,  Marc Ellis
,  Mark R.R. Farquhar
,  Greg Fleming
,  Allen Foster
,  Michel Gagné
,  Noe Garcia
,  Tad A. Gielow
,  Irene M. Gringeri
,  Victor Haboush
,  James Hathcock
,  Earl A. Hibbert
,  Brett Hisey
,  Ron Hughart
,  Andrew Jimenez
,  Yair Kantor
,  Craig Kelly
,  Terence R. Kester
,  Daniel Killen
,  Miae Kim Ausbrooks
,  David Lee
,  Michael Leung
,  Roger Lougher
,  John MacFarlane
,  Les Major
,  Matthew Maners
,  Hiram Ramos Maxemin
,  Rolando Mercado
,  Rob Meyers
,  Rodd Miller
,  Jem Mirza
,  Mike L. Murphy
,  Anthony H. Nagatsuka
,  Kevin M. O'Neil
,  Kevin Oakley
,  Susan Oslin
,  Volker Pajatsch
,  David Pritchard
,  Andrew Ramos
,  Rick Remender
,  Robert Rios
,  Eric Schneider
,  Jaclyn Seymour
,  Jay Shindell
,  Edwin Shortess
,  Ryan Simmons
,  Gary Sole
,  Dean Stanley
,  Glenn Storm
,  Stella P. Arbelaéz Tascón
,  Vincent Truitner
,  Jeffrey C. Tse
,  Freddie Vaziri
,  Lizbeth Velasco
,  Von Williams
,  Ryan Jeremy Woodward
,  Alex Neymark
]","[ Tim McCanlies
,  Brad Bird
,  Ted Hughes
]",6,17,1999
605,Bandai Visual Company,"[ Nagisa Abe
,  Tomoyuki Abe
,  Akihiko Adachi
,  Katsunori Adachi
,  Myung Hwa Ahn
,  Kôji Aisaka
,  Masahiro Andô
,  Ken Arai
,  Masahiko Arai
,  Motonori Arai
,  Takahiro Arai
,  Chie Asai
,  Kyoji Asano
,  Ryuichi Baba
,  Hongmei Chen
,  Ronghua Chen
,  Yanhong Chen
,  Jidong Cheng
,  Xioujuan Cheng
,  Yuhai Cheng
,  Takaaki Chiba
,  Takahiro Chiba
,  Hyun Kyoung Cho
,  Kyong Suk Cho
,  Mi-Young Choi
,  Yun Hee Choi
,  John Chung
,  Kazuo Ebisawa
,  Reiko Eda
,  Masahiro Emoto
,  Toyoaki Emura
,  David Encinas
,  Xuehua Fu
,  Emiko Fujii
,  Kaori Fujii
,  Masahiro Fujii
,  Akihito Fujimori
,  Kenji Fujisaki
,  Mika Fujita
,  Toshie Fujiwara
,  Naoya Furukawa
,  Shôgo Furuya
,  Shuji Ge
,  Myung Ryun Ha
,  Takayuki Hamana
,  Izumi Hara
,  Kazuo Harada
,  Chie Harai
,  Takayoshi Hashimoto
,  Hye Jeong Heo
,  Mayumi Hidaka
,  Takanori Hirama
,  Tadashi Hiramatsu
,  Shûichi Hirata
,  Okihito Hirose
,  Yoshihiro Hirota
,  Yoshihito Hishinuma
,  Takeshi Honda
,  Hiroyuki Horiuchi
,  Kazunobu Hoshi
,  Takako Hosobata
,  Naoto Hosoda
,  Chiyo Hosokawa
,  Rungui Huang
,  Wenli Huang
,  Yonghai Huang
,  Kum Ja Hwang
,  Tatsuya Ichikawa
,  Chieko Ichimanda
,  Hiromi Igarashi
,  Takeshi Ii
,  Takae Iijima
,  Kenichi Iino
,  Katsuki Ikeda
,  Yoshio Ikezaki
,  Ei Inoue
,  Mie Inoue
,  Toshiyuki Inoue
,  Masashi Ishihama
,  Kaori Ishikawa
,  Satomi Ishikawa
,  Takayoshi Ishikawa
,  Kiyomi Ishiwata
,  Kazuya Ishizaki
,  Toshio Ishizaki
,  Yoshiyuki Itô
,  Hiroyo Izumi
,  In Young Jang
,  Mi Soon Jang
,  Jeong Sook Jeon
,  Yoo Kyung Jeong
,  Youn Hee Jeong
,  Xueqin Jin
,  Eun Ju Ju
,  Atsushi Kagawa
,  Takehiko Kageyama
,  Masatoshi Kai
,  Toshihisa Kaiya
,  Hiroyuki Kakudo
,  Mayumi Kakuhari
, ...]","[ Yutaka Izubuchi
,  Yumiko Katayama
,  Hidekazu Ohara
,  Hiroyuki Okiura
,  Akemi Takada
,  Yayoi Tobe
,  Takashi Watabe
,  Yôko Watanabe
]",0.0,0.0,[],0,0.094591,"[ Tomoyoshi Ezaki
,  Masayoshi Furukawa
,  Tsuneo Imahori
,  Yoshimoto Ishikawa
,  Tim Jensen
,  Yôko Kanno
,  Mario Klemens
,  Hajime Mizoguchi
,  Keiichi Nakabayashi
,  Yôichi Okabe
,  Toshiaki Ota
,  Shiro Sasaki
,  Keishi Urata
,  Hitoshi Watanabe
,  Toshiyuki Yoshida
]",361,8,435,0,15,5,11458,361.0,0,3,"[ Kenji Horikawa
,  Mitsuhisa Ishikawa
,  Atsushi Sugita
,  Hidekazu Terakawa
,  Shigeru Watanabe
]",19,0.094591,7.5,0.0,Jin-Roh: The Wolf Brigade  ,[],"[ Mamoru Oshii
,  Mamoru Oshii
,  Robert Chomiak
]",13,32,1999
606,Morgan Creek Productions,"[ Dan Abraham
,  Siddhartha B. Ahearne
,  Anette Ahlholm
,  Philippe Angeles
,  Richard Baneham
,  Bronwen Barry
,  Kimberly Bowles
,  Sheila Brown
,  Wanda Brown
,  Steven Burke
,  Mark Bykov
,  Manuel Carrasco
,  John Celestri
,  Michael Coppieters
,  Jesse Cosio
,  Lee Crowe
,  Courtney Dane
,  James A. Davis
,  Marcelo Fernandes De Moura
,  Thomas E. Decker
,  Denis Deegan
,  Chris Derochie
,  Floro Dery
,  Colm Duggan
,  John Eddings
,  Ruth Elliott
,  Jeff Etter
,  Eugene Fedorov
,  Mark Fisher
,  Greg Fleming
,  Sam Fleming
,  Brad Forbush
,  Frank Gabriel
,  Andrew Gentle
,  Patrick Gleeson
,  George Goodchild
,  Steven E. Gordon
,  Heidi Guedel
,  Mike Hodgson
,  Raymond Iacovacci
,  Mike Inman
,  Leon Joosen
,  Shahen Jordan
,  Celine Kiernan
,  Noel P. Kiernan
,  Henry Kim
,  Chrystal Klabunde
,  Julianna Korsborn
,  Anthony Koteh
,  Elena Kravets
,  Edward Laroche
,  Larry Leker
,  Warren Liang
,  Ellen E. Lichtwardt
,  Boo Hwan Lim
,  Kyoung Hee Lim
,  Peter Maivia
,  Craig R. Maras
,  Lee McCaulla
,  Kenn McDonald
,  Marilyn Montgomery
,  Sean Mullen
,  Jacques Muller
,  Sverker Nordqvist
,  Robert Orona
,  Cynthia Overman
,  Alan T. Pickett
,  Bob Quinn
,  Greg Ramsey
,  Eric Reese
,  Dennis Richards
,  Jeff Richards
,  Colene Riffo
,  Junn Roca
,  Nilo Santillan
,  C.J. Sarachene
,  Brian Sebern
,  Allison Sgroi
,  Todd Shaffer
,  Robert Shedlowich
,  Kyung S. Shin
,  Kamoon Song
,  Pil Yong Song
,  Mark Sonntag
,  Kim Spink
,  Fiona Stokes Gilbert
,  Joe Suggs
,  Betty Tang
,  Donald Towns
,  Athanassios Vakalis
,  Gabriel Valles
,  Todd Waterman
,  Larry Whitaker
,  John Williamson
,  Kez Wilson
,  Konrad Winterlich
,  Susan M. Zytka
,  Deborah Abbott
,  Pedram Goshtasbpour
,  Alex Greychuck
, ...]","[ Dale Baer
,  Floro Dery
,  Gerald Forton
,  Steven E. Gordon
,  Larry Leker
,  Larry Scholl
,  Robert Souza
,  Dan St. Pierre
]",0.0,25.0,[],0,11.956538,"[ William Ashford
,  John Bell
,  Mark Berger
,  Audrey DeRoche
,  Lou Forestieri
,  Benoit Grey
,  Gary Grey
,  Oscar Hammerstein II
,  Ron Hess
,  Michael E. 'Hutch' Hutchinson
,  Larry Kenton
,  William Kidd
,  Douglas M. Lackey
,  Terry L. Noss
,  The Philharmonia Orchestra
,  John Richards
,  Richard Rodgers
,  Mike Ross-Trevor
,  Susan J. Sommer
,  Richard Stewart
,  Barbra Streisand
,  Ken Thorne
,  Dave Tinsley
,  Thomas J. Tobin
,  Steve Zuckerman
,  David G. Russell
]",105,8,190,0,26,7,3095,114.0,9,7,"[ Peter Bakalian
,  Gary Barber
,  Robert Mandell
,  Terry L. Noss
,  Arthur Rankin Jr.
,  James G. Robinson
,  Thomas J. Tobin
]",18,-13.043462,4.1,0.0857142857143,The King and I  ,"[ Tricia Henry Ashford
,  Aimee Campbell
,  Simon Clarke
,  Christina DeSilva
,  Noel P. Kiernan
,  Matthew Maners
,  Hiram Ramos Maxemin
,  Kevin M. O'Neil
,  Genevieve Yee
]","[ Oscar Hammerstein II
,  Arthur Rankin Jr.
,  Peter Bakalian
,  Jacqueline Feather
,  David Seidler
,  Brian Nissen
,  Margaret Landon
]",13,31,1999
607,DIC Entertainment,"[ Sandy Kopitopoulos
]","[ Rick Law
]",0.0,0.0,"[ Marija Miletic Dail
]",1,0.0,"[ Robert Anderson
,  John Mortarotti
,  Andy Street
]",1,1,22,1,3,8,234,1.0,0,0,"[ Saul Cooper
,  Riley Kathryn Ellis
,  Andy Heyward
,  Ninette Kohley
,  Pancho Kohner
,  Robby London
,  Michael Maliani
,  Stan Phillips
]",22,0.0,6.0,0.0,Madeline: Lost in Paris  ,[],[],0,22,1999
608,García Ferré Entertainment,"[ Roberto Barrios
,  Néstor Córdoba
,  Mariano Epelbaum
,  Gladys B. Esquivel
,  Alberto Grisolía
,  Silvia Nanni
,  Carlos A. Pérez Agüero
,  Natalio Zirulnik
]",[],0.0,0.0,[],0,0.0,[],8,0,18,0,0,1,303,8.0,0,2,"[ Carlos Mentasti
]",1,0.0,5.1,0.0,Manuelita  ,[],"[ Manuel García Ferré
,  María Elena Walsh
]",2,3,1999
609,Disney Television Animation,"[ Frank Aguila
,  Deborah Ahee
,  Mike Amandy
,  Roberto Angeles
,  Indra Ansong
,  Jun Aoanan III
,  Joel Aquino
,  Gilbert Atento
,  Norman Baculi
,  Kyung-Hee Baker
,  Joseph Balderas
,  Benjamin Balistreri
,  Tina Banaag
,  Andre Beaulne
,  Mark Beaumont
,  Adam Beck
,  Cindy Belliveau
,  Pong Bernardo
,  Melba Besa
,  Valerio Bituya
,  Ian Blum
,  Steven Boeckler
,  Denise Boudreau
,  Ken Boyer
,  Darren Brereton
,  Donna Brockopp
,  Mike Brooks
,  Blayne Burnside
,  Christina Butterfield
,  Manny Cabrera
,  Lee Cadieux
,  Jolan Calibuso
,  Darwin Camero
,  Scott Cameron
,  Ferdinand Capistrano
,  Jon Capitano
,  Melvin Carreon
,  Derek Carter
,  Dale Case
,  Josephine Casinillo
,  Bong Catalan
,  Pilsen Cayabyab
,  Ronald Cayao
,  Rob Chaplin
,  Athena Cho
,  Eunice Choi
,  Dante Clemente
,  Jerome Hiram Co
,  Scott Collie
,  Ted Collyer
,  Bobby Coronado
,  Brian Coughlan
,  Annie Cruz
,  Gabor Csakany
,  Joseph Cu
,  Venus Dante
,  Danilo De Asis
,  Jasper Reigo De Dios
,  Nonie de la Torre
,  Gerard de Souza
,  Angie De Vera
,  Trevor Deane-Freeman
,  Ramil Dela Cruz
,  Ronald Dela Cruz
,  Ross dela Vega
,  Amy Dolphin
,  Noel Domingo
,  Barbara Donatelli
,  Jesus Dong Pena
,  Barbara Dourmashkin
,  Maricar Dris
,  Riccardo Durante
,  Nelia V. Erni
,  Nat Escalderon
,  Marvin Tabo Estropia
,  Liza Eugencio
,  Jackie Evaldez
,  Jeff Ferguson
,  Maria Christina Fernandez
,  Sandy Ferrarez
,  Jim Finch
,  Stephen Fitch
,  Ricardo Francisco
,  Kevin Fraser
,  Richard Froste
,  James Gallego
,  Marlowe Ray Garcia
,  Romy Garcia
,  Aputik Gardiner
,  Milagros Gardoce
,  Jaide Garlan
,  Don Gauthier
,  Maria Clara Geologo
,  Roy Jorge Geronimo
,  Joe Giampapa
,  Marta Glodkowska
,  Scott Glynn
,  Ramil Gonzaga
,  Marie Gonzales
,  Brad Graham
, ...]","[ Kurt Anderson
,  Ryan Anthony
,  Keith Baxter
,  Tom Bernardo
,  Theresa Cullen
,  Bryan Evans
,  Bob Foster
,  Tom Foxmarnick
,  Kevin Gollaher
,  Elaine Hultgren
,  Andrew Ice
,  Daan Jippes
,  Yukiko Kakita
,  Rick Law
,  Jason Lethcoe
,  Lonnie Lloyd
,  Wayne McKenzie
,  Linda Miller
,  Kumi Nanjo
,  Akiko Nasu
,  Lenord Robinson
,  Michiko Saito
,  Louis Scarborough Jr.
,  Akiko Shimizu
,  Kanako Takahashi
,  Yumiko Takahashi
,  Rossen Varbanov
,  Marty Warner
,  Youichi Yamane
,  Yuki Yokoyama
]",0.0,0.0,"[ Jun Falkenstein
,  Alex Mann
,  Bradley Raymond
,  Toby Shelton
,  Bill Speers
]",6,0.0,"[ Dominick Certo
,  Ron Goldstein
,  Tommy Morgan
,  Bobbi Page
,  Cameron Patrick
,  Bryan Pezzone
,  John Richards
,  Carl Rydlund
,  J. Eric Schmidt
,  Booker White
,  Reggie Wilson
,  Frank Macchia
]",266,30,506,5,12,1,3884,311.0,45,9,"[ Sherri Stringfellow
]",1,0.0,7.2,0.169172932331,Mickey's Once Upon a Christmas  ,"[ Valman Agapito
,  David Altman
,  Cynthia Antonio
,  Makato Arai
,  Geraldine Arteza
,  Jeff Astolfo
,  David Birkinshaw
,  Chris Cann
,  Josephine Casinillo
,  Christine Chen
,  Ron Chevarie
,  Kevin Clark
,  Bob Cowan
,  Lorenzo Del Bianco
,  Bert Dennison
,  Dave DiMatteo
,  Vicky Dimech
,  Jimi Esguerra
,  Toshiyuki Fukushima
,  Christina Helmer
,  Russell Heyman
,  Paul Johnson
,  Bruce Jones
,  Karen Kilbride
,  Ronald Kilbride
,  Shunya Kimura
,  Louise Kiner
,  Katsuya Kozutsumi
,  David Lawrence
,  Julius Legaspi
,  Kevin McGibbon
,  Rodica Mihailescu
,  Simon Northwood
,  Maureen Olson
,  Mike Polito
,  Lambert Rellosa
,  Kevin Scott
,  Dale Sy
,  Damian Temporale
,  J'Mee Trinidad
,  Dan Turner
,  Joy Valondo
,  Chad Van De Keere
,  Donald Devine
,  Dean Stanley
]","[ Charlie Cohen
,  Scott Spencer Gordon
,  Tom Nance
,  Carter Crocker
,  Richard Cray
,  Temple Mathews
,  Thomas Hart
,  Eddie Guzelian
,  Alex Mann
]",32,33,1999
610,Tokuma Shoten,"[ Masashi Ando
,  Seiko Azuma
,  David Encinas
,  Kaori Fujii
,  Yoshikazu Fukutome
,  Katsugo Furuya
,  Shôgo Furuya
,  Makiko Futaki
,  Hideki Hamazu
,  Shinji Hashimoto
,  Suzuka Higa
,  Sayaka Hirahara
,  Takeshi Imamura
,  Ryôko Ina
,  Tomoe Ishihara
,  Nozomu Ito
,  Emiko Iwayanagi
,  Megumi Kagawa
,  Naomi Kasugai
,  Yumiko Kitajima
,  Komasa
,  Rie Kondou
,  Katsuya Kondô
,  Ken'ichi Konishi
,  Akiko Kouchi
,  Misuzu Kurata
,  Kiyoko Makita
,  Suzuko Mano
,  Mariko Matsuo
,  Masaru Matsuse
,  Hiroyuki Morita
,  Masako Nagata
,  Toshie Nakagome
,  Katsutoshi Nakamura
,  Mai Nakazato
,  Rie Niidome
,  Masako Niki
,  Sumie Nishido
,  Hiromi Nishikawa
,  Shingo Nishiyama
,  Mitsu Noguchi
,  Minoru Ohashi
,  Mayumi Ohmura
,  Kumiko Ohta
,  Kumiko Ohtani
,  Aya Onishi
,  Kazuyoshi Onoda
,  Shinji Otsuka
,  Hiroaki Sasaki
,  Mizue Sashihara
,  Eriko Shibata
,  Kazuko Shibata
,  Ritsuko Shiina
,  Hiroshi Shimizu
,  Takahito Sugawara
,  Sachiko Sugino
,  Kenji Sugiyama
,  Makiko Suzuki
,  Mariko Suzuki
,  Atsushi Tamura
,  Kumiko Tanihira
,  Hitomi Tateno
,  Akiko Teshima
,  Akiko Toba
,  Yoyoi Toki
,  Etsuko Tomita
,  Keiko Tomizawa
,  Kôjirô Tsuruoka
,  Alexandra Weihrauch
,  Hisako Yaji
,  Ken'ichi Yamada
,  Tamami Yamada
,  Akiko Yamaguchi
,  Eiji Yamamori
,  Yukari Yamaura
,  Kikuyo Yano
,  Morihiko Yano
,  Mayu Yazawa
,  Hiromasa Yonebayashi
,  Kenichi Yoshida
,  Hideaki Yoshio
,  Masaaki Yuasa
,  Shin'ya Ôhira
,  Atsuko Ôtani
]","[ Kanako Moriya
,  Michiyo Yasuda
,  Noboru Yoshida
]",0.0,17.6,[],0,0.0,"[ Jeff Bova
,  Tomoyoshi Ezaki
,  Mario Klemens
,  Toshihiro Masuda
,  Dave O'Donnelle
,  Akio Ohmori
,  Eihiko Ohno
,  Neko Saito
,  Akiko Yano
,  Kinji Yoshino
]",84,3,114,0,10,6,7126,84.0,0,4,"[ Rick Dempsey
,  Michael Johnson
,  Ned Lott
,  Takashi Shoji
,  Yasuyoshi Tokuma
,  Seiichirô Ujiie
]",32,-17.6,7.3,0.0,My Neighbors the Yamadas  ,[],"[ Hisaichi Ishii
,  Isao Takahata
,  Leo Chu
,  Eric Garcia
]",6,38,1999
611,Dan Krech Productions,"[ Dan Haskett
,  Cyrus Hogg
,  Teddy Peterson
,  Sean Sullivan
]","[ Greg Garcia
,  Elaine Hultgren
,  Rolf Mohr
,  Roy Wilson
]",0.0,0.0,[],0,0.0,[],4,4,30,0,0,3,221,18.0,14,2,"[ Chuck Comisky
,  Dan Krech
,  Jackie Lynette
]",5,0.0,4.4,3.5,The Nuttiest Nutcracker  ,"[ Tom Antos
,  Demian Gordon
,  Jessica Huebner
,  Chihoon Lee
,  Mary E. Manning
,  Michael Meyers
,  Carlton Munday
,  Jun Ren
,  Scott Sanderson
,  Geoff D.E. Scott
,  Gregory S. Scribner
,  Ross Wallis
,  Yi Zhao
,  Wojciech Zielinski
]","[ Diane Eskenazi
,  Sindy McKay
]",2,7,1999
612,DIC Entertainment,"[ Noel Aragon
,  Burpo
,  Steven Choi
,  Cesar de Castro
,  Rick Del Carmen
,  Gilbert Hung
,  Tatsuya Ishida
,  Pakin Liptawat
,  Chun Liu
,  Chuck Maiden
,  Hector Martinez
,  Felipe Morell
,  John Paik
,  Chuck Patton
,  Jeffrey Peterson
,  John Petrovitz
,  Judith Reilly
,  Lenord Robinson
,  Jennifer Stillwell
,  Mike Stribling
,  Jon Suzuki
,  Richard Ziehler-Martin
]","[ Myrna Bushman
,  Tricia Hale
,  Elaine Hultgren
,  Tec Manalac
,  Tom Nesbitt
,  Jess Proctor
,  Vincenzo Trippetti
]",0.0,0.0,"[ Robert Brousseau
]",1,0.0,"[ Deborah Clark
,  Drew Jessel
,  Rita Kedineoglu
,  Karyn M. Ulman
]",22,7,77,1,4,7,671,25.0,3,6,"[ Andy Boron
,  Andy Heyward
,  Madison Jones
,  Robby London
,  Michael Maliani
,  Judith Reilly
,  Janice Sonski
]",21,0.0,6.6,0.136363636364,"Our Friend, Martin  ","[ Robert Brousseau
,  Dean Jackson
,  Tim Smilovitch
]","[ Dawn Comer Jefferson
,  Chris Simmons
,  Dawn Comer Jefferson
,  Chris Simmons
,  Sib Ventress
,  Deborah Pratt
]",11,32,1999
613,"Curiosity Company, The","[ Paul Allen
,  David L. Brehm
,  Brian Capshaw
,  Paul Claerhout
,  John A. Davis
,  Ryan Davis
,  Tim Hatcher
,  Cheryl Ray
,  Matthew Russell
]","[ Fred Cline
]",0.0,0.0,"[ Steve Moore
]",1,0.0,"[ Tim Boyle
,  George Doering
,  Matthew Ferraro
,  Scott Schirle
,  Paul Wertheimer
]",9,1,43,1,5,7,1704,16.0,7,3,"[ Keith Alcorn
,  Drew Barrymore
,  Claudia De La Roca
,  Matt Groening
,  Alex Johns
,  Nancy Juvonen
,  Michael Stipe
]",15,0.0,7.1,0.777777777778,"Olive, the Other Reindeer  ","[ Connon Carey
,  Ryan Davis
,  Troy Griffin
,  Todd Harper
,  Micah Massman
,  Ian Megibben
,  Deanna Molinaro
]","[ J. Otto Seibold
,  Vivian Walsh
,  Steve Young
]",3,18,1999
614,Nelvana,[],"[ Antonio Zurera
]",0.0,0.0,[],0,0.0,[],0,1,17,0,0,8,199,0.0,0,3,"[ Waldemar Bergendahl
,  Jo Hahn
,  Michael Hirsh
,  Stephen Hodgins
,  Patrick Loubert
,  Michael Schaack
,  Clive A. Smith
,  Lennart Wiklund
]",58,0.0,4.2,0.0,Pippi i Söderhavet  ,[],"[ Astrid Lindgren
,  Ken Sobol
,  Catharina Stackelberg
]",5,63,1999
615,Phil Nibbelink Productions,"[ Phil Nibbelink
]","[ Phil Nibbelink
]",0.0,0.0,[],0,0.0,[],1,1,9,0,0,2,61,1.0,0,3,"[ Margit Friesacher
,  Eric Parkinson
]",3,0.0,5.2,0.0,Puss in Boots  ,[],"[ Jacob Grimm
,  Wilhelm Grimm
,  Phil Nibbelink
]",9,12,1999
616,Comedy Central Films,"[ Frank C. Agnone II
,  Jennifer M. Allen
,  Alfonso Alpuerto
,  Andy Arett
,  Fred Baxter
,  Chris 'Crispy' Brion
,  Matt Brown
,  Michelle Burry
,  Martin Cendreda
,  Jessica Coate
,  Annie Combs
,  James Dion
,  Scott Ellsworth
,  John Fountain
,  Drake Goosby
,  John A. Hansen Jr.
,  Neil Ishimine
,  Rajeev Joshi
,  Robert Judd
,  Charles Keagle
,  Leticia Lacy
,  Douglas Lee
,  Mark Lewis
,  Daniel Lindsey
,  Jason Lopez
,  Albert Lozano
,  Sabrina Mar
,  Peter Merryman
,  Lisa Mullins
,  Scott Oberholtzer
,  Eric Oliver
,  Jim Ovelmen
,  Lorelei Pepi
,  Ryan Quincy
,  James Sant'Anselmo
,  Jack Shih
,  Eric Stough
,  Frank Sudol
,  Adam T. Talbott
,  David Thergood Jr.
,  Keo Thongkham
,  Dan Torre
,  Paul Trainor
,  Michael Trull
,  August Wartenberg
,  David Weiner
,  Holly Wenger
,  Maureen Whelan
,  Heather R. Wilbur
,  Amy Winfrey
,  Dustin Woehrmann
,  Toni Wurts
,  Trey Parker
,  Matt Stone
]","[ Adrien Beard
,  Gregg Detrich
,  Nishira Fitzgerald
,  Joshua C. Hersko
,  Charles Keagle
,  Albert Lozano
,  Roxanne Patruznick
,  Anthony Postma
,  Greg Postma
,  Elaina Scott
,  Keo Thongkham
,  Phil Weinstein
,  Eric Yahnker
]",1.0,21.0,[],0,52.008288,"[ Pete Anthony
,  Jeff Atmajian
,  Frank Bennett
,  Larry Blank
,  Bob Bornstein
,  Tom Boyd
,  Tim Boyle
,  Brian Bulman
,  Harvey Cohen
,  David De Palo
,  Sandy DeCrescent
,  Dan DiPrima
,  George Doering
,  Daniel Gaber
,  Lisa Jaime
,  Jon Kull
,  Alex Lifeson
,  Trey Parker
,  Jay B. Richardson
,  John Rodd
,  Patrick Russ
,  Dennis Sager
,  Dennis S. Sands
,  Marc Shaiman
,  Matt Stone
,  Nick Vidar
,  Paul Wertheimer
,  Denise Carver
,  Frank Macchia
]",54,13,311,0,29,9,166565,76.0,22,5,"[ Frank C. Agnone II
,  Anne Garefino
,  Deborah Liebling
,  Trey Parker
,  Mark Roybal
,  Scott Rudin
,  Adam Schroeder
,  Gina Shay
,  Matt Stone
]",16,31.008288,7.8,0.407407407407,"South Park: Bigger, Longer & Uncut  ","[ Donna Bates
,  Steve Blackmon
,  Harold Buchman
,  Annie Combs
,  Tom Dillon
,  Karl Formander
,  Chris Fria
,  Sam Gebhart
,  Drake Goosby
,  Roger Huynh
,  Keith Jensen
,  Scott Kirvan
,  Leticia Lacy
,  Kirby Miller
,  Michael Orlando
,  Al Shier
,  Suzanne Smith
,  David Stinnett
,  Stephanie Taylor
,  Rick Thomas
,  Joe Tseng
,  Maureen Whelan
]","[ Trey Parker
,  Matt Stone
,  Trey Parker
,  Matt Stone
,  Pam Brady
]",9,25,1999
